54921,"Без князя все меня, все будут ненавидеть..."
54926,Вопль слышу жалостный; увы! всё здесь страдает.
54936,Оставь желание ты ей теперь скучать;
54946,"Несчастна князя прах в гробнице сей лежит,"
54949,"О, прах несчастного владыки моего!"
54950,Стократ несчастнее супруга днесь его.
54953,"Что слышу! сын ее, несчастный Святослав!.."
54954,"Убийца злобнейший, его в пути поправ,"
54970,"Он, слыша, что погиб несчастный Ольги сын,"
54972,"Рыдает, слезы льет, страдает и крушится, —"
54985,"И что я сделала, несчастная, тебе?"
54989,"Поверь, несчастные не все бесчестны суть, —"
55025,Ты сына моего убил...
55069,За сына своего несчастного отмщала.
55092,"Не знаючи его, его ты убивала,"
55097,Представить повелел перед себя тиран.
55100,Несчастна.
55131,"Когда б супругом мне сей злой тиран нарекся,"
55157,Из лютых челюстей злой смерти и несытой
55164,"Умолкните, тиран уже сюда вступает."
55167,Скрывай себя перед гонителем его.
55184,Докончат жизнь его злодеи в злом мученьи;
55193,"В моих, и чаю я, что мук несносных страх"
55195,Жестокий... Ах! почто к мученью чрезвычайну
55219,Тиранам лишь одним толь свойственну мученью.
55227,"Оставь, ты зришь моих напастей страшну связь,"
55284,Отец несчастного сего
55291,"Хотяща поразить, смерть Ольга отвращает."
55306,"Кровь мою несчастную, губя,"
55309,Тиран ли ты иль князь? Когда ты здесь тиран —
55315,"Я праведно убил напавшего злодея,"
55322,"А винен только ты, злой варвар и тиран."
55332,"Мой сын, несчастный сын, князей остаток племя,"
55333,"Неся претягостно судьбины злобной бремя,"
55338,"И ярость ты свою на жалость пременяешь,"
55345,Жестокий! ах! отдай... Не хочешь мне внимать.
55352,Жестокий! он мой сын!
55365,"Злодей, обманом мать отчаянну виня!"
55380,"Окончи прежде ты, тиран, мою жизнь люту!"
55387,"Хоть верь мучениям, в которых я страдаю,"
55392,"Жестокий! вот он здесь, а ты его сражаешь."
55405,Чтоб злобного сего тирана презирать.
55413,"Коль должно погибать, без страха смерть приму"
55448,Прими меня вождем в твоей толь темной доле.
55471,"Сразив тя, князем я иль, мертв, рабам явлюсь."
55501,"И, видя смерть мою, не плачь, любезна мать."
55521,Тирану я скажу: «Клянися навсегда
55530,"И подозрением и страхом окруженный,"
55534,"Ты, конча жизнь свою, тирана страх кончаешь"
55548,"Хоть Мал злодей, но толь не может быть жесток,"
55549,Чтобы несчастную и в гробе гнати мог:
55563,"Напоминай всегда несчастнейшему сыну,"
55606,"Кто, бед под тяжестью своих не уклоняясь,"
55612,Кто недостоин жить — тот кроется во мрак.
55624,"Чтобы еще меня, несчастного, карать;"
55625,"Смерть, бедность, стыд — я всё был должен испытать,"
55629,"Роптал ли я когда, страдая и крушась;"
55675,Иль славно умереть несчастному не вольно?
55678,"Кто смерти своея страшиться не умеет,"
55683,"Я с славою паду, тирану уступая."
55696,"Постой, я слышу шум — тиран сюда идет,"
55714,Оставим тварей сих злодея обожати
55748,"Вам смерть моя нужна — погибну, не стеня;"
55752,"Забыв себя, за вас тирана поразил,"
55770,"Пятнадцать лет неся в пустынях тяжко бремя,"
55778,Во время ярости злодея сын спасенный
55794,Несчастных утешал и укрощал их стоны;
55866,(взяв жертвенную секиру и поражая тирана)
55867,"Тиран падает, а Зловред, вынимая меч, бросается на Святослава"
55868,"Мирвед вырывает меч у Зловреда, между тем стражи хотят убить Святослава."
55921,"Поэтому вы для больных великий шут, для того, что они все до смерти захахатываются."
56014,"Видя страдание моей сестры, которая мужа любила, так же как я вас люблю, и по ее отчаянию соображая то, что хотя горько лишиться любовника, но сто раз несноснее потерять любимого мужа, мне брак кажется союзом ужасным. Состояние моей сестры хуже смерти."
56069,"И конечно. Ежели умереть, то всякий рад по крайней мере методически умереть; впрочем, я не из тех врачей, которые дают волю болезням долго шалить. У меня, по вашей русской пословице: либо полон двор, либо корень вон, то есть: или болезнь к черту, или больной со двора."
56089,"Я бы его просто, а не методически лечил. И вот за все труды, за все попечения великим людям какая плата! я все мое знание истощил на покойника. Ты помнишь, когда он жаловался на сильную боль в голове? Мне это по симптомам показалось сомнительно. Я всех авторов перерыл... Какого труда мне это стоило! однако же доискался в Галиене, что болезнь врет, и что не голове должно болеть, а печенке."
56215,"Сударыня, не беспокойтесь об этом; мы сделаем такую тихую, такую печальную свадьбу, что все будут плакать."
56277,(плача).
56278,(плача).
56280,(плача).
56282,(плача).
56284,(плача).
56286,(плача).
56352,"Слышу, сударыня. Кабы этого рассказчика черт попутал."
56394,"Какой это злой спорщик, Марина!"
56486,"Что этого быть может несправедливее, злобнее, ужаснее? Говорить, будто я спорю, чувствуя, что я не права."
56517,"Вот и моя; да смотри ж!.. а чтобы не показать нам смятения, которое от спора видно на лице, пойдем в сад прогуляться."
56520,Разумею... чтобы опять нас черт не попутал.
56544,"Я, сударь, так настращена спорами, что и в этом вам не смею противоречить."
56631,Извольте. Для вас до сего унижусь и стану в сих недостойных мелочах всегда требовать вашего наставления.
56654,"Тем более, что есть слухи, вредные для нас."
56656,"Какая клевета! сказать это о нас, о нас! которые споров как огня боятся."
56684,"Эх, душа моя! как тебе не стыдно самого себя под лжеца и под дурака подводить."
56895,"Я оставила вас с мужем... я думаю, что вы меня с ним до смерти забранили..."
56905,"Я, сударь, чувствую, что вы правы. Вы видите, когда кто прав, я с ним совершенно согласна. Однако скажите мне: согласиться с тем, кто в грубой неправде уверяет, не есть ли показать себя глупым, и не унизительно ли?.."
57143,"Бессилен то свершить, я жизни ненавидя..."
57145,Когда из рабства бездн осмелимся взирать
57181,"Что вы лишь плачете, когда ваш долг — разить?"
57186,"Пренебрегая дни, и гнусны и суровы,"
57231,"Напрасно, против нас ты гневом омраченный,"
57280,"Под видом прекратить всеобщую напасть,"
57310,"В те дебри мрачные отсель отыдем мы,"
57339,"Несчастен быть могу, бесчестен — никогда!"
57438,"Когда бы, не смотря на плачущую дщерь..."
57441,"Хоть скорби не снесу мученья бесподобна,"
57464,Отвергнем тщетный страх и лютые толь мысли.
57489,Хоть малые себе потерпит принужденья.
57558,"Несчастна! Если б я тебя возненавидел,"
57568,"Открой мне, плачущей родителя у ног,"
57603,"Несчастна! Плачешь ты, и грудь твоя томится."
57623,"О ты, сообщница коварного тирана,"
57630,"На грудь родителя несчастна твоего,"
57635,"Твой гнев — то более мне смерти страх наносит,"
57642,"Смертельно мучима, зря ненависть твою,"
57643,Сей лютый огнь — кляну и в нем порок мой вижу
57665,К тирану в ненависть любовь преобратить.
57686,"Не плачь, умерь тоску, что грудь твою теснит."
57695,И гнева молнию в молчании питал.
57760,"Их слезы на очах от гнева и позора,"
57762,"Багряность мрачных лиц, сей образ грозных туч,"
57816,"Что я, смертельную во сердце скрыв печаль,"
57821,"И что, — о, верх злых мук, не слыханных и в аде! —"
57825,"Одна отрада — смерть в несносном толь мученье,"
57833,Не оставляй в сии жестокие минуты!
57853,"Чтоб стоны ты мои смертельны воспримала,"
57888,"А сердце из меня, жестока! исторгаешь."
57891,"Рамиду потеряв, что наградит утрату?"
57923,"Чтоб для совместника, и мрачна и презренна,"
57955,Представят Рурика тираном в сей стране.
57956,Коль должно мучиться — страдать один я стану;
57957,"Но, скрыв от глаз мою смертельну в сердце рану,"
57992,Уж казни смертные ты мыслишь видеть в них.
57996,И скипетр тщетно мой ты смеешь презирать.
58009,В изгибах гнусной лжи возмог бы пресмыкаться
58053,"Могу ли обратить сомненье на иного,"
58062,"Хотя в тебе врага счастлива ненавижу,"
58069,Не скрою ненависть мою цветами я.
58074,Один тиран мое отмщенье привлекает.
58100,Да скроют подлость их забвенья вечны мраки;
58111,Сквозь за́весу притворств сердец в изгибы темны;
58145,"Хоть слабы смертные погружены в порок,"
58178,"Или чтоб, ревностью я в ярость приведен,"
58189,Неверную забыть — и всё теперь свершилось;
58195,Иная за твою заплатит мне измену;
58211,"Оставь, Рамида, я не должен сомневаться,"
58213,"Оставь мне, если тем тебя я оскорблял,"
58215,"Оставь! я, сам себя в досаде ослепляя,"
58230,"О, долг, о, лютый долг! о, грозная судьба!"
58252,"Мой долг, исполнив всё, в молчании страдать"
58267,"Могла б я, низкие сомнения презрев"
58322,"Я, плача, не тебя, но рок мой обвиняю!"
58342,Близ края счастия низвергнет смерти в бездны!
58348,"Иду, куда меня долг лютый призывает!"
58356,"Соделавша конец отца жестокой злобе,"
58371,"Я в горести от всех оставлена, забыта,"
58393,А ненавистный мне и злейший вечной тьмы!
58407,"Ты плачешь, горестью моею пораженна?"
58408,Не плачь! утеха есть несчастным откровенна.
58411,"Не быть, престать сей свет — тиранов жертву — видеть;"
58412,"Смерть — благо, ежели жизнь должно ненавидеть!"
58413,"Умрем, уклонимся от подлости и злоб,"
58415,"Умрем!.. Но что? О, рок!.. Я жизни ненавижу,"
58424,И от позора жить себя со мной избави!
58440,"И жертва низкая Рамидина порока, —"
58442,Не может более несчастна дочь сносить
58444,Сих смертных для меня неправедных укоров!
58463,"Минута каждая, миг каждый мне — позоры!"
58482,И в пропастях закрой несчастного меня!
58502,В сей день отечеству кровавых бед творца.
58515,"Тиранам чтоб служить, простерши люты длани,"
58562,Страшился слабостей под бременем упасть
58576,Необходимостью — тиранов извиненьем».
58599,"Вадима на главу! Сколь рабства ужасаюсь,"
58619,Чтоб гнев неправедный твой вовсе истребить —
58636,Когда престал быть к нам родитель твой жесток!
58641,Я боле не могу сносить толь гнусна вида!..
58653,Что дочь несчастную напрасно презираешь...
58676,"Страдая, жертвой я быть должен сей стране,"
58766,"Но, в сердце стыд нося, себе я гнусен сам."
58780,Противный росс теперь врагом мне лютым стал.
58787,От края гроба я несчастного отвлек;
58798,"То таинство извлечь старался принужденьем,"
58800,И муки злейшие и смерть в ничто вменял.
58833,"Но часто тот, кого и смерть не ужасает,"
58862,Но в сердце лютой тьмой позора помраченна.
58883,"Ты мнил ли, чтоб я стал Росслава ненавидеть?"
58902,"Лютейший он тиран,"
58928,"Но должно, злобу скрыв, мне дружество казати"
58937,"Трепещет, в ней свою царицу ненавидя;"
58941,Несчастного меня оковы отягчают.
58991,Лютейший к ней тиран кровавый дух стремит.
58999,"Я помню честь и долг; хоть смертно я горю,"
59009,Я млею!.. Я горю!.. Я гнусен сам себе!..
59026,"Я ныне трепещу, от страха содрогаюсь"
59030,"Я зрю ее; беги, беги, Росслав несчастный!"
59033,И что ужасного в лице Зафиры зришь?
59060,С тираном трон и гроб несчастной мне одно.
59061,"Познай по сем, познай, колико я страдала:"
59062,"Когда тебе рука злодея угрожала,"
59065,Все страхи за тебя и муки ощущала;
59093,"Унизится тиран, он сколько ни высок;"
59107,Зафира гибель здесь на троне оставляет.
59135,"Во сердце к ней того рождала отвращенье,"
59147,"То всё мрачит, что мне мой строгий долг велит."
59160,Несчастной без тебя вселенная ничто.
59176,"Ты плачешь? ах, престань мне сердце раздирать,"
59178,Ты плачешь! я мятусь... Ты плачешь!.. я страдаю...
59231,Что ты сей стыд нести мне с жизнью оставляешь.
59236,"О, стыд отечества! Монарх, свой долг забыв"
59256,Коль общества во вред ему бы жизнь оставил...
59263,Или предательством то может быть сочтенно?
59314,"Я слышу гнева глас, продерзностных разящий."
59355,Но может упадать под игом злой судьбины.
59365,"Чем выше, тем гнусней позор порочных дел."
59420,"Жаленье может ли к несчастным столько быть,"
59441,Несчастных тяжку часть и паче тяготит;
59443,"Я слышу, гнев ты свой к Росславу умножаешь,"
59467,"К тирану ненависть тогда познав твою,"
59476,"О, мысль смертельная! Росслав на смерть сужден,"
59477,И будет он во гроб мученьем провожден.
59479,И адом на него лютейша дышит злоба.
59494,К злодею ненависть глаза мои явят.
59498,Поди: злодея смерть в сих взорах включена.
59500,"Открылось всё теперь, исчезло и сомненье,"
59533,Я зрю с презрением тираново гоненье;
59558,"Из праха чуждых рабств подъемлюща чело,"
59591,Два царства в жертву я тирану принесу.
59607,"Не могши спасть меня, затмит мою лишь смерть"
59637,"Зависит от того... Тиран, в ожесточенье"
59646,Взгляни на мой ты зрак: увидишь смерть в глазах
59676,"И то мне смерть, когда Росслав меня забудет:"
59688,"Жалей несчастного, кто всё с тобою тратит,"
59706,"Спаси... Я слышу шум... Тиран сюда идет,"
59707,"Предыдет страх ему, а смерть за ним вослед."
59711,Не быть жесток?
59713,Оставим лютости; я оными скучаю
59718,"Оставь твое сребро, сии тиранов сети,"
59732,"Кто, смерти не страшась, тиранам не угоден."
59753,"Хотя бы за предел простерти могши гнев,"
59763,"Смятение твое, твой плач, твой ужас, стоны —"
59770,"Умрет мой враг, умрет."
59772,Не плачу — умираю.
59781,"И ты приемлешь смерть, несчастным дух пленя."
59784,"Росслав умрет! увы, тиранских жертва злоб,"
59785,Не придет он уже на мой печальный гроб
59803,"Взирай на смерть мою не мучась, не стоная;"
59821,"В который люта смерть навек разлучит нас,"
59840,Уже отечеству я долг мой заплатил;
59854,Но смерть Росславова лишь только удаленна.
59894,Уж емлет косу смерть во грозны смертным персты;
59901,"С каким спокойством тот, о смерть! тебя встречает,"
59912,"Я зрю несчастную в сей варварской стране,"
59957,"Мой долг, мой строгий долг отверз меж нами бездну,"
59959,Какой злодейский долг — несчастну погубить!
59960,"Ты помни жизнь мою, чтоб смерть мою забыть."
59983,"И, смерти твоея снести бессильна вид,"
60014,"Умри! — но ты не льстись в жестокости твоей,"
60022,"Чтоб плакать, а потом утешенною быть."
60025,Не льстись убегнуть в гроб от смерти моея;
60026,"В жилище мрачное тебе предыду я,"
60038,"Виновник бед моих, зри смерть мою..."
60050,Жестокий!
60059,Но злобная душа Кедара не дремала.
60076,"Виновник мук ее, зри смерть в ее глазах"
60103,Позора горести могу тебя лишить.
60104,"Предупреждающий на площади стыд казни,"
60109,Главу злодейскую смертельному удару
60111,Не казнь — один порок лишь должен нас стыдить.
60116,Тирана гнусный раб!..
60128,И ты губи́шь — кого? свирепейший злодей!
60173,"Тревожит тайный слух обрадованный град,"
60188,Жертв ярости моей в моих руках имею.
60225,Ужалят моего лютейшего злодея.
60248,Ударь перед лицом к смятенью склонной черни;
60269,"Потом... Но нет, тебе я люту жизнь оставлю"
60279,"Ты можешь, подлою изменой обличенный,"
60283,"Злодейских козней ты коварнейший содетель,"
60300,"Тирана низости прощаю я сомненье,"
60309,Кончину лютую оплакивати буду.
60337,"Твои страдания, рыданье, слезы, стоны"
60340,"Постой, тиран! престану я рыдать;"
60353,От глаз моих на смерть влеките вы его!..
60381,"Когда иль всё тиран, иль всё на свете жертва, —"
60452,Забвеньем бед моих злодею отомщаю:
60613,"Сим гласом поражен, я сон и одр оставил,"
60623,"Во храме стены вдруг ужасный гром потряс,"
60626,"Дыхания и груди от ярости спирались,"
60640,"Злым роком осужден дни тратить во слезах,"
60690,"Когда разлуки час, несчастным, нам настанет,"
60713,"Против страдающа в свирепость превратил,"
60714,"И, ах, несчастного ты недостойным чтил!"
60718,Жестокой мысли сей язык открыть не смел...
60735,Покрыла смертна тьма моих зеницы глаз.
60740,"Лишась меня без мук, бесстрастною осталась;"
60757,"Ты « сердце мне вселил мученья, скорби люты."
60789,"А что несчастен я, то всё изобличает."
60796,"Я стражду; а меня ты оставлял в терзаньи, —"
60818,"О, коль несчастен я! ты сердце мне разишь!"
60838,"Скажи, Елиза, мне... Жестокая! молчишь!"
60839,"Эней меня бежит, а я одна страдаю."
60856,Пусть боли истребят меня и Карфагену.
60867,"Летите от меня вы, мысли, прочь ужасны!"
60876,Плачу;
60891,"Объемлет ярость ум, и сердце ревность рвет."
60926,"И, льстясь на трон взойти, во мрачный снидет ад."
60957,Народы многие тьму жертв ко мне приносят.
60999,"Там дикие места, пустыню ты нашла,"
61025,"Подвержен тот бедам, кто стал другим ужасен."
61115,"Чтоб, яростью дыша, от злобы не умреть,"
61147,"Злой умысл на тебя уведав, может быть,"
61153,"Устроить всё пришел. Скажи, что я страдаю,"
61175,Се лютая вина при мне его смятенья!
61177,"Обманывала я, несчастная, себя!"
61184,"О, мысль жестокая! смертельное терзанье!"
61201,Смятение твое и лютое молчанье
61207,"Взгляни, Эней: не гнев узришь в лице моем,"
61214,"Не отягчай меня ты, мучась и страдая."
61235,"Почто ж, жестокий! мне ты прежде не сказал."
61255,"Беги, жестокий, ты и оставляй меня,"
61279,Не оставляй меня для горьких слез моих!
61285,"Иль, бедную на смерть, жестокий! обвиня,"
61321,"Чтоб я... тиран! узнай, могу тебя забыть;"
61328,"Постой, жестока!"
61346,"Иной... ты слезы льешь, и я с тобою плачу!"
61363,"Свирепа ада дщерь, надежда злобных, месть!"
61365,"Лютейшей ярости мне в сердце яд вливая,"
61404,"Меня не плач, но кровь за муки наградит!"
61408,Ты ночным для себя соделаешь позор.
61430,"А смерть он, может быть, незапную встречает"
61491,От ярости уста безмолвные дрожат.
61493,Но я предупредил сего злодея люта:
61545,Но Ярба ты узнай: смотри — твой здесь злодей.
61549,"Злодея зрю в тебе: твоя презренна месть,"
61571,"Я мерзостен себе, себя я ненавижу."
61616,И плачущих очей прежалостные взоры?
61623,"Несчастный, устрашись!"
61628,"Оставь мне то, Зевес, пороков истребитель!"
61660,"Познай, Анхиз, познай несчастного ты сына!"
61717,Я жесточайшему злодею буду равен.
61743,"Спеши, чтоб воинство, устроенно на бой,"
61750,"Страдает грудь моя, наполненна тоскою."
61777,"Всё отлетело прочь, осталась смерть одна!"
61784,"А он, о злейший тигр! Дидону оставляет!"
61789,Чтобы несчастную Дидону погубить?
61815,Скрепись и одолей жестоку скорбь свою.
61824,"Но, ах! Энея нет, а плачет лишь Дидона!"
61835,Чего ж страшиться мне? могу ль несчастней быть?
61845,"А сам, жестокий! сам меня ты убиваешь!.."
61858,Клятвопреступника жестока удержать;
61866,Всё полно кажется изменою в сей час.
61880,В средине ль дня или в средине темной ночи?
61884,"Сокройтесь от меня, несчастную оставьте"
61885,И мук моих своим отсутствием убавьте.
61890,Иль без Энея вид Дидонин страх нанес?
61895,Ярб лютый город весь во пепел превратит.
61903,Оставил по себе бесчестный бегства след.
61929,По всем местам ты взор отчаянный бросаешь.
61934,"Поди, жестокий тигр, скорей от глаз моих!"
61941,"Вина всех бед моих, скончай мое мученье."
61944,"Когда б не ты, в сей час Дидона б не страдала."
61965,"Но в ярости своей себе найдешь каранье,"
61979,"Ты столько был ко мне, несча́стливой, жесток,"
62244,"О, подлая душа! — ах, кто меня несчастней!"
62305,Я с досады умираю!
62312,"Забыв мне всю твою смертельную обиду,"
62321,Широкий мой сюртук я серенький оставил
62402,"Оставь, пожалуйста, ты свой язык притворный"
62405,"Ты плут или дурак, ты то или другое."
62420,"И мне помочь скрывать несносный тот позор,"
62472,"О, лютая измена!"
62476,На что ж убытчиться нам с барином несчастным?
62511,"Который, несмотря, что он и глух и хром,"
62533,Что много трудностей...
62668,"Что вас, сударыня, не можно ненавидеть,"
62717,"Не думала бы я, чтоб мог такой быть вред:"
62718,"От нажимации, конечно, боль случилась."
62867,Был долго болен я; с тех пор и глух и хром.
62896,"Ты шутишь, сделав мне ужасную беду!"
62969,"Оставя робости романныя беремя,"
63023,"Я вижу, Улинька жестока изменила!"
63098,Ты плачешь?
63108,"Надеяся на то, она в долги входила;"
63216,Всю разность между мной и дерзким дураком.
63292,С досады рвусь и плачу!
63322,Не видит в бешенстве бесчестного ни в чем.
63348,"Вступился только я, ну, вот и ссора прочь."
63349,"Глухой! не он, тому мой глупый муж противен."
63386,"Мой гнев преодолев, иной найти бы лад."
63431,"Он бешеный, его то кажет дикий взор."
63550,На ветхость не смотря их темных сертуков.
63717,"В отставке, в службе ли и много ли долгов?"
63862,Мы разве дураки? Окончи ты насмешки.
63879,"До смерти чтоб убить, и очень то бесчестно."
63882,Чтоб point d’honneur возмог забыть в моей я мести?
63913,"О ты, которого я столько ненавижу,"
63931,Пролаза твоего?.. Ту грубую скотину?
63944,"Женою быть его, поверьте, много страха."
64109,"Не думал, чтоб Пролаз колоться отказался."
64133,"Послушай: я, узнав преподлый твой обман,"
64179,Из нас никто б один другого не убил.
64242,Из ваших денег долг Жавоте отдадим.
64251,"С французской девкою, которой подлый род"
64431,Давно б от голода скончался Глазунов.
64484,"Но доказательства, как смерть, я ненавижу."
64491,В долгах несметных всё я ваше плодородье
64492,"Хочу собрать, вам будь не в гнев, сего же дня."
64494,"Не ведаю, каких ты требуешь долгов."
64523,Ругательски ругал меня он дураком.
64534,И за долги себя иль деньги положи;
64657,"Не сам ли ты, скажи, стараться мне мешал?"
64767,(Плачет.)
64858,(притворно плача)
65191,По смерти батюшки попали вы сюда.
65370,Вам Бирюлеву долг лишь стоит уступить.
65382,И пьяных менее - и меньше будет бед.
65580,"Весь князю долг с таким условьем уступить,"
65687,"Не бойтесь, он труслив."
65849,Что князю весь свой долг охотно уступает
65945,"Ну, не смешно ль? - Смотри, она уж чуть не плачет."
66003,"Мне запрещают с тем и мысль соединенья,"
66025,Несчастная!..
66063,"На всё, - наш брат лицом уж не ударит в грязь."
66155,Изволите себя напрасно беспокоить.
66381,"Вот что! и на меня, несчастного, не взглянешь."
66405,"Тронись, жестокая! Свирепейшая львица!"
66503,"Смотрю - беда! - шипит, фитиль за фитилем!"
66595,"Опальных да сирот, незначущих и вредных."
66620,"Сударыня, сказать, за что ваш гнев ношу,"
66681,"Набили голову для общего вреда,"
66719,Что девушки всегда перед замужством плачут.
66720,Вы что ж не плачете?
66794,"За Софью Дмитревну я уступил мой долг,"
66820,Пострел не приберет несчастного такого!
66909,Со мною то ж подчас случалось на беду.
66927,Но что же медлим мы? Несчастная страдает!
66953,Где научилась ты столь хитрой быть в обманах?
66958,Ах я несчастная!
66967,И мысль ужасная душе моей коснуться
66996,Беду предупредить.
67017,Оно бы не мешало
67041,"Такая дрожь взяла, вот пуще злой трясучки."
67170,Несчастная! ужели?..
67185,"Бог с вами! - В пустыне, печальна и бедна,"
67186,Оплакивать свой грех по смерть хочу одна.
67338,(Плачет.)
67340,(Плачет)
67575,(будто падает в обморок; ее сажают в кресла)
67617,(Горько плачет)
67819,"Портной коли пять раз не вымеряет материю и станет кроить, то скоро испортит, да это вить наживное дело; а когда глупой судья осудит по несмысленности человека к лишению жизни, то уже этого не поворотишь."
67878,"Как мне моего отца не благодарить! вы вить печетесь о сироте сем. О бедной, бедной сирота! слава богу, что вот есть у тебя теперь пристанище, когда я умру."
67994,"Боюсь, чтоб она не открылась, а то испортит дело, а я между тем схожу к Остромыслову и его обрадую."
68010,"Я лутче век в девках буду, нежели за таким, которого видеть не могу, быть под началом глупости."
68012,"Нет, сударь, когда кто каков родится, таков и до смерти будет."
68074,Прощайте! я вам буду слуга за все ваши насмешки; уже плут и Карпович над нами насмеялся.
68101,(сама плачет)
68140,(Сама плачет.)
68173,(А сам плачет и становится на колени.)
68199,(Сама плачет и в азарте встает.)
68276,"Постой, жестокая!"
68283,С вашими дикарями? — я со страха умру.
68298,Ничего? Я со скуки умру.
68330,"Догадки мои становятся основательнее. Вы шепчете — бойтесь! Американец столь же страшен во гневе, как нежен в любви. — Ельвира! печаль твоя раздирает душу мою."
68339,"Сестры мои ушли из шалашей. Жестокие европейцы! Вы далеко простираете свои злодейства. Послушаю, не здесь ли они?"
68348,"Чуть удерживаюсь от бешенства! Сказывай, бездельник, почему ты знаешь Сорету?"
68360,"Сказывай, где сестра моя? или я тебя на месте убью!"
68366,"Устрашенный тьмой ночною, Я от страха весь дрожу; Но кто здесь еще со мною, И кого я нахожу?"
68379,"Сестры неблагодарны, Ваш голос слышу я! Но сколько вы коварны, Столь месть люта мои!"
68383,"Ужасный слыша глас, От страха леденею И силы не имею! В негодный самый час Поддел сей дьявол нас!"
68386,"Не страшись, чего бояться? Нет опасности уж нам."
68397,Врешь; я в этом спорю.
68406,"Сорета! Фолет! вы здесь уже? если бы не Гусман, то я бы умерла от страха."
68440,"А после воскреснет. У него такая глупая привычка, что умирает не до смерти."
68442,Жестокая Цимара!
68464,"Вот пришла беда моя! Ни людей со мной, ни свету В сей опасности здесь нету. Знать, на смерть оставлен я. Сжалься, рок, ты над Фолетом, Шум ужасный утиши И не дай, чтоб в страхе этом Я лишился здесь души!"
68466,"От страха цепенею, Глаза открыть не смею, Взглянуть боюсь на них."
68488,"Нет надежды нам к спасенью, Нет конца сему гоненью, Долго ль будет нам страдать? Иль, по гроб снося мученье, В сей печали и в смущеньи Нам отрады не видать?"
68501,"Чудовище! изобретай все возможные мучения. Тому, кто разлучен с Цимарою, смерть не страшна. Я трепещу жизни."
68543,"Сжалься на мое мученье И спаси ты жизнь мою; Иль, продля ожесточенье, Ты увидишь смерть мою!"
68550,"Но прощаю с тем, чтобы они заменили нашу потерю собою, оставшись здесь; и чтобы ты согласилась быть моею. Оставь нас. Я поговорю с ними."
68572,"Вот так — как я. Передо мною все снимали шляпы издали, — а особливо, когда просят, чтоб я долг заплатил. Это не шутка!"
68574,"Безумный болтун! я от твоих глупостей могу быть несчастлив; но обожди, я тебе за это заплачу."
68583,"Государи, караул! грабят, давят, режут!"
68592,"Бешенство раздирает сердце мое. Насмешки этого бездельника поразили меня. По несчастию, я в таком положении, что не могу наказать его. Что за шум? — без сомнения, хотят ускорить минуту смерти моей."
68611,"Выслушай, Ацем! Я был твоим пленником — и смерть моя была неизбежна. Я не искал ее, но не был низким просить у тебя жизни. Ты мне хотел мстить как американец, но я как гишпанец — прощаю тебе. Снимите с них оковы!"
68688,(входит в ужасном страхе.)
68814,Не тщетны иногда моления несчастных.
68835,Мне сердце скорбное тоска свирепа рвет
68841,Принесших жизнь свою Прогнее бедной в жертву.
68842,Вы тонете... Я вас в сию напасть ввела!
68843,"Вы в ад снисходите, чиня мне бедной пени. —"
68846,За вами я спешу во мрачный снити ад...
68862,Несчастная страна! готовься к лютой части.
68874,Но для чего скрывать мою судьбину люту?
68897,"Дыханья бурные, ужасных громов треск,"
68904,Влекущей за собой мученья и напасти;
68913,Уже когтей его жестоки острия
68930,"Открой мою напасть, жестокая судьба!"
68956,Пришла ужасных бед минута предреченна!
68974,"Явил, колико он к несчастным нам жесток!"
69005,Отколь — ужасный час! жестокий гнев небес! —
69006,Вихрь мрачный бедную в дно пропастей понес.
69053,"Нося мучения смертельну в сердце стрелу,"
69081,Престань и ах! не множь моих жестоких мук!
69094,Когда княжна ее с презреньем отвергает?
69132,Свирепым стражам сим стал мрачною гробницей.
69135,"Оставь уныние, прерви свой стон всечасной"
69136,И радость не мешай мою с тоской ужасной!
69137,"Ты плачешь... ах, открой вину стенаний сих!"
69140,Позволь сокрыти мне беды свои ужасны.
69155,Ты рвешься грустию... Ты стонешь... Ты несчастна...
69157,"Ах, ты ли предо мной, страдая и стеня,"
69167,Познай… Но где сестра несчастная моя?
69171,"Едины горести, один мучений яд"
