215351,"Дядюшка! Как мне мило, что вы веселы."
215469,"Милость и дружбу тем, кому изволит; моста и чины тем, кто достоин."
215626,Вот злонравия достойные плоды!
215769,(с веселым видом).
216099,Веселым господам охотнее служить.
218144,(с веселым видом)
218465,"Но если вашего внимания достоин,"
218800,"И, если подлинно любима я тобою,"
218979,"Им наш приятен мир, приятна наша слава;"
219226,Могу ли вашего вниманья быть достоин?
219457,"Была бы мною ты, как жизнь моя, любима"
219464,"Но в славе, в тишине приятна мне она,"
220027,"Не только лавров ты, короны ты достоин."
220742,И был достойный мне наследовати сын;
220964,"Страсть с верой борется, а вера с нежной страстью."
221326,"Поди, достойнейший на свете сем отец,"
221588,"То зделали, что мне приятен стал Позвезд;"
221890,"Над сердцем тех отцов, которым дети милы."
222148,Мне ты мила и мил покой граждан моих.
222829,"Ты будучи мне мил и сердце полоня,"
223066,"Нещастна тем она, что мной была любима."
223553,К Эледину!.. Кого зовут: Эледин милый!
223572,"А! здравствуй, милый друг!"
223720,Вы так умны!
223725,"Но, разумеется... приятны вам самим,"
223877,А милая моя невеста - постоянство!
224227,Что милой вдовушке нашелся новый друг.
224355,"Но, впрочем, для меня Прелестина милее:"
224683,"Да где ж учтивость тут, те милые рассказы?"
224713,Вот внук его достойный!
224742,"Сын воина-отца, был воином отличным,"
224988,Умнее ничего он выдумать не мог.
224998,"Который, так как граф, умен, и мил, и знатен..."
224999,"Ах, эдакий жених ужасно как приятен!"
225075,"Мой барин человек, сударыня, чудесный:"
225130,"Ах, что милее Саши!"
225169,Таинственность судьбы чудеснее всего!
225229,Посольство выполнить умнее невозможно.
225258,"Ведь надобно ж, чтоб так она была мила!"
225264,"Ах, как он мил!"
225379,Что я к чему-нибудь чудесному рожден!
225470,И что-то веселы...
225543,"Поверьте, прапорщик милее генерала."
225794,"А в нем не нравится мне, право, ничего,"
225799,"Он умный человек, а я еще дитя."
225917,Наш милый офицер!
225939,Сегодня весела?
226450,Как милы вы!
227003,Интересный человек?
227009,"Иван Романыч, милый Иван Романыч!"
227183,"Милая Маша, почему?"
227190,Милая моя...
227221,"Милая Ирина Сергеевна, поздравляю вас!"
227223,"Ну, вот и Наталия Ивановна. Здравствуйте, моя милая!"
227687,"Нет, право, она удивительная. Женат я на тебе семь лет, а кажется, венчались только вчера. Честное слово. Нет, право, ты удивительная женщина. Я доволен, я доволен, я доволен!"
227701,"Что ты, что ты? Милая!"
227703,"Милая, милая..."
227926,"Бобик, как зовут твою маму? Милый, милый! А это кто? Это тетя Оля. Скажи тете: здравствуй, Оля!"
227960,"Будет, Маша! Перестань, милая..."
228736,Милая. Пупсик! Мопсик!
228841,"Милая ты моя, ду́ша моя..."
228851,"Да, чудесная барыня."
228858,"Позволь, Жорженька... Иван Иваныч, Ленечка, милые мои друзья, возьмите вы во внимание коловратность моей судьбы. Это не секрет и не покрыто мраком неизвестности, что жена моя бежала от меня на другой день после свадьбы с любимым человеком по причине моей непривлекательной наружности..."
228863,"Федюша милый, сын мой!"
228899,Милая! Милая!
228911,Милая!
228967,"Господа, выпьем тост за отличные отношения! Виват дружба! Живьо!"
229214,Я сама хотела... Милая!
229314,Милая!
229323,Да? Он интересный?
230566,Какие у него чудесные рассказы!
230634,"Пожалуйста, милая."
232224,"Приятного сна, братцы!"
232749,"Так-то так, а все-таки, моя милая, надеешься..."
233022,"Милый, ну, как здоровье Анны Петровны?"
234365,"Замечательные, ваше превосходительство."
234435,"Да, дело интересное."
235490,"Вырубить? Милый мой, простите, вы ничего не понимаете. Если во всей губернии есть что-нибудь интересное, даже замечательное, так это только наш вишневый сад."
235582,"Отдам, милая... Сумма пустяшная..."
235772,"Какой вы умный, Петя!.."
235801,Погода превосходная...
235823,"Да, погода удивительная."
235899,Студенту надо быть умным!
236806,Милый!
236811,Напротив… Милая…
236828,". Танюша, поди, милая, на минутку в контору. Я сейчас."
237110,"А ротик, и зубки, и носик... всё так мило,"
237114,А что ж? ты сделалась еще милей;
237218,Для милой вестницы у нас гостинец есть.
237223,И что за милая отделка!
237832,"Каких диковинок, мой милый, не навез!"
238035,Что прозван я душой приятнейших домов.
238257,"А впрочем, здесь ты, право, всех умней, -"
238979,Как он мил!
239234,"Ах, Радугин, как мил!"
239246,"Друг милый, быть женой такого человека,"
239254,Они умней мужчин.
240256,"Вы без ума, от книг не будете умней,"
241192,Письмо от нашего Любима...
241254,"Как можно, милая, просить?"
241259,"Нельзя мне допустить Любима до венца,"
241361,"Решите, нам женить Любима или нет?"
241610,"Да ты, ей-ей, мила!"
242048,"Докажем братски мы: за милую Наташу,"
242066,Из милых авторов.
242256,"Ну, уж мила! что взглянет,"
242262,"Ударюсь об заклад, что нет ее милей."
242303,"Жена твоя умна, так с ней плошать не должно"
242407,"Ну, что, брат, нравится ль?"
242502,"Кто из философов, по-вашему, умней -"
242574,"Разумница, добра, а под веселый час"
242721,А неужли никто не называл Любима?
242751,"Пословица у нас, - а умный-де и смыслит."
242858,"Чтоб ты, мой милый друг, женился на другой."
242908,"А рождена ли я с веселою душой,"
243295,"Что это не по вас; так, стало, вам милее,"
243306,Ты что-то не весел?
243440,Племянник милый здесь?
243467,"Ну, милый, слава богу!"
243533,"Который ей один на свете только мил,"
243555,Что князь приехал к нам; ей новый гость не мил:
243771,"Однако же кто мил, умен, любви достоин,"
244065,"Величие богов, наивность, ум чудесный –"
244108,Для женщин никогда не может быть приятна.
244156,"Развесели меня. Ты, Саша, так мила,"
244615,"Что вам не нравится, – признайтеся по чести."
244616,Что мне не нравится! Графиня! вы ль могли
244733,"Да, милый,"
245038,"Так, искренна она!"
245099,"На счет мой милым быть! – Но не слыхал бы кто,"
245190,Ваш милый улетел.
245203,"В вас удивительны ум, кротость, снисхожденье."
245273,"Так, милая сестра!"
245331,Ах! как она умна! и быть нельзя милей!
245367,"И, чу!.. всё страшно в них; но милым всё приятно,"
245474,"Хотя здоровье мне красавиц всех милее,"
245492,Которой в свете нет милее ничего.
245497,"Мил, ловок и умен."
245667,Как милы!
